"","Category","Subcategory","Attribute","SubAttribute","MicroAttribute","Measurement","Value","Bil_Dols","Value_Type","Year"
"140","Accommodation and food service","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Accommodation and food service_TOTAL_SA","Accommodation and food service_TOTAL_MA","Digital Economy Real Gross Output by Industry",395,0.395,"[Millions of chained (2017) dollars]",2021
"141","Accommodation and food service","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Accommodation and food service_TOTAL_SA","Accommodation and food service_TOTAL_MA","Digital Economy Real Gross Output by Industry",337,0.337,"[Millions of chained (2017) dollars]",2019
"142","Accommodation and food service","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Accommodation and food service_TOTAL_SA","Accommodation and food service_TOTAL_MA","Digital Economy Real Gross Output by Industry",297,0.297,"[Millions of chained (2017) dollars]",2018
"143","Accommodation and food service","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Accommodation and food service_TOTAL_SA","Accommodation and food service_TOTAL_MA","Digital Economy Real Gross Output by Industry",266,0.266,"[Millions of chained (2017) dollars]",2020
"144","Accommodation and food service","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Accommodation and food service_TOTAL_SA","Accommodation and food service_TOTAL_MA","Digital Economy Real Gross Output by Industry",261,0.261,"[Millions of chained (2017) dollars]",2017
"145","Administrative and waste management services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and waste management services_MA","Digital Economy Real Gross Output by Industry",18201,18.201,"[Millions of chained (2017) dollars]",2022
"146","Administrative and support services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and support services_MA","Digital Economy Real Gross Output by Industry",18167,18.167,"[Millions of chained (2017) dollars]",2022
"147","Administrative and waste management services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and waste management services_MA","Digital Economy Real Gross Output by Industry",15588,15.588,"[Millions of chained (2017) dollars]",2021
"148","Administrative and support services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and support services_MA","Digital Economy Real Gross Output by Industry",15560,15.56,"[Millions of chained (2017) dollars]",2021
"149","Administrative and waste management services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and waste management services_MA","Digital Economy Real Gross Output by Industry",12999,12.999,"[Millions of chained (2017) dollars]",2019
"150","Administrative and support services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and support services_MA","Digital Economy Real Gross Output by Industry",12976,12.976,"[Millions of chained (2017) dollars]",2019
"151","Administrative and waste management services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and waste management services_MA","Digital Economy Real Gross Output by Industry",12928,12.928,"[Millions of chained (2017) dollars]",2020
"152","Administrative and support services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and support services_MA","Digital Economy Real Gross Output by Industry",12905,12.905,"[Millions of chained (2017) dollars]",2020
"153","Administrative and waste management services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and waste management services_MA","Digital Economy Real Gross Output by Industry",11975,11.975,"[Millions of chained (2017) dollars]",2018
"154","Administrative and support services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and support services_MA","Digital Economy Real Gross Output by Industry",11954,11.954,"[Millions of chained (2017) dollars]",2018
"155","Administrative and waste management services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and waste management services_MA","Digital Economy Real Gross Output by Industry",11235,11.235,"[Millions of chained (2017) dollars]",2017
"156","Administrative and support services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Administrative and support services_MA","Digital Economy Real Gross Output by Industry",11215,11.215,"[Millions of chained (2017) dollars]",2017
"157","Waste management and remediation services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Waste management and remediation services_MA","Digital Economy Real Gross Output by Industry",33,0.033,"[Millions of chained (2017) dollars]",2022
"158","Waste management and remediation services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Waste management and remediation services_MA","Digital Economy Real Gross Output by Industry",28,0.028,"[Millions of chained (2017) dollars]",2021
"159","Waste management and remediation services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Waste management and remediation services_MA","Digital Economy Real Gross Output by Industry",23,0.023,"[Millions of chained (2017) dollars]",2019
"160","Waste management and remediation services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Waste management and remediation services_MA","Digital Economy Real Gross Output by Industry",23,0.023,"[Millions of chained (2017) dollars]",2020
"161","Waste management and remediation services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Waste management and remediation services_MA","Digital Economy Real Gross Output by Industry",21,0.021,"[Millions of chained (2017) dollars]",2018
"162","Waste management and remediation services","Private industries_SC","Professional and business services_A","Administrative and waste management services_SA","Waste management and remediation services_MA","Digital Economy Real Gross Output by Industry",20,0.02,"[Millions of chained (2017) dollars]",2017
"163","Management of companies and enterprises","Private industries_SC","Professional and business services_A","Administrative and waste management services_TOTAL_SA_TOTAL_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",18216,18.216,"[Millions of chained (2017) dollars]",2022
"164","Management of companies and enterprises","Private industries_SC","Professional and business services_A","Administrative and waste management services_TOTAL_SA_TOTAL_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",15993,15.993,"[Millions of chained (2017) dollars]",2021
"165","Management of companies and enterprises","Private industries_SC","Professional and business services_A","Administrative and waste management services_TOTAL_SA_TOTAL_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",14513,14.513,"[Millions of chained (2017) dollars]",2020
"166","Management of companies and enterprises","Private industries_SC","Professional and business services_A","Administrative and waste management services_TOTAL_SA_TOTAL_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",13327,13.327,"[Millions of chained (2017) dollars]",2019
"167","Management of companies and enterprises","Private industries_SC","Professional and business services_A","Administrative and waste management services_TOTAL_SA_TOTAL_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",12259,12.259,"[Millions of chained (2017) dollars]",2018
"168","Management of companies and enterprises","Private industries_SC","Professional and business services_A","Administrative and waste management services_TOTAL_SA_TOTAL_SA","Management of companies and enterprises_MA","Digital Economy Real Gross Output by Industry",11652,11.652,"[Millions of chained (2017) dollars]",2017
"169","All Industries","All Industries_TOTAL_SC","All Industries_TOTAL_A","All Industries_TOTAL_SA","All Industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3009721,3009.721,"[Millions of chained (2017) dollars]",2017
"170","All Industries","All Industries_TOTAL_SC","All Industries_TOTAL_A","All Industries_TOTAL_SA","All Industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3197169,3197.169,"[Millions of chained (2017) dollars]",2018
"171","All Industries","All Industries_TOTAL_SC","All Industries_TOTAL_A","All Industries_TOTAL_SA","All Industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3290215,3290.215,"[Millions of chained (2017) dollars]",2019
"172","All Industries","All Industries_TOTAL_SC","All Industries_TOTAL_A","All Industries_TOTAL_SA","All Industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3452832,3452.832,"[Millions of chained (2017) dollars]",2020
"173","All Industries","All Industries_TOTAL_SC","All Industries_TOTAL_A","All Industries_TOTAL_SA","All Industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",3808647,3808.647,"[Millions of chained (2017) dollars]",2021
"174","All Industries","All Industries_TOTAL_SC","All Industries_TOTAL_A","All Industries_TOTAL_SA","All Industries_TOTAL_MA","Digital Economy Real Gross Output by Industry",4077803,4077.803,"[Millions of chained (2017) dollars]",2022
"175","Performing arts, spectator sports, museums, and related activities","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Performing arts, spectator sports, museums, and related activities_MA","Digital Economy Real Gross Output by Industry",265,0.265,"[Millions of chained (2017) dollars]",2022
"176","Amusements, gambling, and recreation industries","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Amusements, gambling, and recreation industries_MA","Digital Economy Real Gross Output by Industry",257,0.257,"[Millions of chained (2017) dollars]",2022
"177","Performing arts, spectator sports, museums, and related activities","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Performing arts, spectator sports, museums, and related activities_MA","Digital Economy Real Gross Output by Industry",219,0.219,"[Millions of chained (2017) dollars]",2020
"178","Amusements, gambling, and recreation industries","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Amusements, gambling, and recreation industries_MA","Digital Economy Real Gross Output by Industry",218,0.218,"[Millions of chained (2017) dollars]",2021
"179","Performing arts, spectator sports, museums, and related activities","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Performing arts, spectator sports, museums, and related activities_MA","Digital Economy Real Gross Output by Industry",214,0.214,"[Millions of chained (2017) dollars]",2021
"180","Performing arts, spectator sports, museums, and related activities","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Performing arts, spectator sports, museums, and related activities_MA","Digital Economy Real Gross Output by Industry",205,0.205,"[Millions of chained (2017) dollars]",2019
"181","Amusements, gambling, and recreation industries","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Amusements, gambling, and recreation industries_MA","Digital Economy Real Gross Output by Industry",181,0.181,"[Millions of chained (2017) dollars]",2019
"182","Amusements, gambling, and recreation industries","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Amusements, gambling, and recreation industries_MA","Digital Economy Real Gross Output by Industry",174,0.174,"[Millions of chained (2017) dollars]",2020
"183","Performing arts, spectator sports, museums, and related activities","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Performing arts, spectator sports, museums, and related activities_MA","Digital Economy Real Gross Output by Industry",157,0.157,"[Millions of chained (2017) dollars]",2018
"184","Amusements, gambling, and recreation industries","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Amusements, gambling, and recreation industries_MA","Digital Economy Real Gross Output by Industry",145,0.145,"[Millions of chained (2017) dollars]",2018
"185","Performing arts, spectator sports, museums, and related activities","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Performing arts, spectator sports, museums, and related activities_MA","Digital Economy Real Gross Output by Industry",136,0.136,"[Millions of chained (2017) dollars]",2017
"186","Amusements, gambling, and recreation industries","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_SA","Amusements, gambling, and recreation industries_MA","Digital Economy Real Gross Output by Industry",122,0.122,"[Millions of chained (2017) dollars]",2017
"187","Arts, entertainment, and recreation","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_TOTAL_SA","Arts, entertainment, and recreation_TOTAL_MA","Digital Economy Real Gross Output by Industry",523,0.523,"[Millions of chained (2017) dollars]",2022
"188","Arts, entertainment, and recreation","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_TOTAL_SA","Arts, entertainment, and recreation_TOTAL_MA","Digital Economy Real Gross Output by Industry",432,0.432,"[Millions of chained (2017) dollars]",2021
"189","Arts, entertainment, and recreation","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_TOTAL_SA","Arts, entertainment, and recreation_TOTAL_MA","Digital Economy Real Gross Output by Industry",392,0.392,"[Millions of chained (2017) dollars]",2020
"190","Arts, entertainment, and recreation","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_TOTAL_SA","Arts, entertainment, and recreation_TOTAL_MA","Digital Economy Real Gross Output by Industry",386,0.386,"[Millions of chained (2017) dollars]",2019
"191","Arts, entertainment, and recreation","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_TOTAL_SA","Arts, entertainment, and recreation_TOTAL_MA","Digital Economy Real Gross Output by Industry",302,0.302,"[Millions of chained (2017) dollars]",2018
"192","Arts, entertainment, and recreation","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_A","Arts, entertainment, and recreation_TOTAL_SA","Arts, entertainment, and recreation_TOTAL_MA","Digital Economy Real Gross Output by Industry",258,0.258,"[Millions of chained (2017) dollars]",2017
"193","Arts, entertainment, recreation, accommodation, and food services","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_TOTAL_A","Arts, entertainment, recreation, accommodation, and food services_TOTAL_SA","Arts, entertainment, recreation, accommodation, and food services_TOTAL_MA","Digital Economy Real Gross Output by Industry",995,0.995,"[Millions of chained (2017) dollars]",2022
"194","Arts, entertainment, recreation, accommodation, and food services","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_TOTAL_A","Arts, entertainment, recreation, accommodation, and food services_TOTAL_SA","Arts, entertainment, recreation, accommodation, and food services_TOTAL_MA","Digital Economy Real Gross Output by Industry",828,0.828,"[Millions of chained (2017) dollars]",2021
"195","Arts, entertainment, recreation, accommodation, and food services","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_TOTAL_A","Arts, entertainment, recreation, accommodation, and food services_TOTAL_SA","Arts, entertainment, recreation, accommodation, and food services_TOTAL_MA","Digital Economy Real Gross Output by Industry",723,0.723,"[Millions of chained (2017) dollars]",2019
"196","Arts, entertainment, recreation, accommodation, and food services","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_TOTAL_A","Arts, entertainment, recreation, accommodation, and food services_TOTAL_SA","Arts, entertainment, recreation, accommodation, and food services_TOTAL_MA","Digital Economy Real Gross Output by Industry",658,0.658,"[Millions of chained (2017) dollars]",2020
"197","Arts, entertainment, recreation, accommodation, and food services","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_TOTAL_A","Arts, entertainment, recreation, accommodation, and food services_TOTAL_SA","Arts, entertainment, recreation, accommodation, and food services_TOTAL_MA","Digital Economy Real Gross Output by Industry",599,0.599,"[Millions of chained (2017) dollars]",2018
"198","Arts, entertainment, recreation, accommodation, and food services","Private industries_SC","Arts, entertainment, recreation, accommodation, and food services_TOTAL_A","Arts, entertainment, recreation, accommodation, and food services_TOTAL_SA","Arts, entertainment, recreation, accommodation, and food services_TOTAL_MA","Digital Economy Real Gross Output by Industry",519,0.519,"[Millions of chained (2017) dollars]",2017
"199","Broadcasting and telecommunications","Private industries_SC","Information_A","Broadcasting and telecommunications_SA","Broadcasting and telecommunications_MA","Digital Economy Real Gross Output by Industry",755110,755.11,"[Millions of chained (2017) dollars]",2022
"200","Broadcasting and telecommunications","Private industries_SC","Information_A","Broadcasting and telecommunications_SA","Broadcasting and telecommunications_MA","Digital Economy Real Gross Output by Industry",751668,751.668,"[Millions of chained (2017) dollars]",2021
"201","Broadcasting and telecommunications","Private industries_SC","Information_A","Broadcasting and telecommunications_SA","Broadcasting and telecommunications_MA","Digital Economy Real Gross Output by Industry",721223,721.223,"[Millions of chained (2017) dollars]",2020
"202","Broadcasting and telecommunications","Private industries_SC","Information_A","Broadcasting and telecommunications_SA","Broadcasting and telecommunications_MA","Digital Economy Real Gross Output by Industry",721214,721.214,"[Millions of chained (2017) dollars]",2019
"203","Broadcasting and telecommunications","Private industries_SC","Information_A","Broadcasting and telecommunications_SA","Broadcasting and telecommunications_MA","Digital Economy Real Gross Output by Industry",717269,717.269,"[Millions of chained (2017) dollars]",2018
"204","Broadcasting and telecommunications","Private industries_SC","Information_A","Broadcasting and telecommunications_SA","Broadcasting and telecommunications_MA","Digital Economy Real Gross Output by Industry",702792,702.792,"[Millions of chained (2017) dollars]",2017
"205","Construction","Private industries_SC","Construction_TOTAL_A","Construction_TOTAL_SA","Construction_TOTAL_MA","Digital Economy Real Gross Output by Industry",501,0.501,"[Millions of chained (2017) dollars]",2021
"206","Construction","Private industries_SC","Construction_TOTAL_A","Construction_TOTAL_SA","Construction_TOTAL_MA","Digital Economy Real Gross Output by Industry",475,0.475,"[Millions of chained (2017) dollars]",2022
"207","Construction","Private industries_SC","Construction_TOTAL_A","Construction_TOTAL_SA","Construction_TOTAL_MA","Digital Economy Real Gross Output by Industry",464,0.464,"[Millions of chained (2017) dollars]",2020
"208","Construction","Private industries_SC","Construction_TOTAL_A","Construction_TOTAL_SA","Construction_TOTAL_MA","Digital Economy Real Gross Output by Industry",394,0.394,"[Millions of chained (2017) dollars]",2018
"209","Construction","Private industries_SC","Construction_TOTAL_A","Construction_TOTAL_SA","Construction_TOTAL_MA","Digital Economy Real Gross Output by Industry",386,0.386,"[Millions of chained (2017) dollars]",2017
"210","Construction","Private industries_SC","Construction_TOTAL_A","Construction_TOTAL_SA","Construction_TOTAL_MA","Digital Economy Real Gross Output by Industry",376,0.376,"[Millions of chained (2017) dollars]",2019
"211","Data processing, internet publishing, and other information services","Private industries_SC","Information_A","Data processing, internet publishing, and other information services_SA","Data processing, internet publishing, and other information services_MA","Digital Economy Real Gross Output by Industry",469529,469.529,"[Millions of chained (2017) dollars]",2022
"212","Data processing, internet publishing, and other information services","Private industries_SC","Information_A","Data processing, internet publishing, and other information services_SA","Data processing, internet publishing, and other information services_MA","Digital Economy Real Gross Output by Industry",410238,410.238,"[Millions of chained (2017) dollars]",2021
"213","Data processing, internet publishing, and other information services","Private industries_SC","Information_A","Data processing, internet publishing, and other information services_SA","Data processing, internet publishing, and other information services_MA","Digital Economy Real Gross Output by Industry",334799,334.799,"[Millions of chained (2017) dollars]",2020
"214","Data processing, internet publishing, and other information services","Private industries_SC","Information_A","Data processing, internet publishing, and other information services_SA","Data processing, internet publishing, and other information services_MA","Digital Economy Real Gross Output by Industry",300930,300.93,"[Millions of chained (2017) dollars]",2019
"215","Data processing, internet publishing, and other information services","Private industries_SC","Information_A","Data processing, internet publishing, and other information services_SA","Data processing, internet publishing, and other information services_MA","Digital Economy Real Gross Output by Industry",270895,270.895,"[Millions of chained (2017) dollars]",2018
"216","Data processing, internet publishing, and other information services","Private industries_SC","Information_A","Data processing, internet publishing, and other information services_SA","Data processing, internet publishing, and other information services_MA","Digital Economy Real Gross Output by Industry",225360,225.36,"[Millions of chained (2017) dollars]",2017
"217","Educational services, health care, and social assistance","Private industries_SC","Educational services, health care, and social assistance_TOTAL_A","Educational services, health care, and social assistance_TOTAL_SA","Educational services, health care, and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",21200,21.2,"[Millions of chained (2017) dollars]",2021
"218","Educational services, health care, and social assistance","Private industries_SC","Educational services, health care, and social assistance_TOTAL_A","Educational services, health care, and social assistance_TOTAL_SA","Educational services, health care, and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",21007,21.007,"[Millions of chained (2017) dollars]",2022
"219","Educational services, health care, and social assistance","Private industries_SC","Educational services, health care, and social assistance_TOTAL_A","Educational services, health care, and social assistance_TOTAL_SA","Educational services, health care, and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",19154,19.154,"[Millions of chained (2017) dollars]",2019
"220","Educational services, health care, and social assistance","Private industries_SC","Educational services, health care, and social assistance_TOTAL_A","Educational services, health care, and social assistance_TOTAL_SA","Educational services, health care, and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",18664,18.664,"[Millions of chained (2017) dollars]",2018
"221","Educational services, health care, and social assistance","Private industries_SC","Educational services, health care, and social assistance_TOTAL_A","Educational services, health care, and social assistance_TOTAL_SA","Educational services, health care, and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",18642,18.642,"[Millions of chained (2017) dollars]",2020
"222","Educational services, health care, and social assistance","Private industries_SC","Educational services, health care, and social assistance_TOTAL_A","Educational services, health care, and social assistance_TOTAL_SA","Educational services, health care, and social assistance_TOTAL_MA","Digital Economy Real Gross Output by Industry",17889,17.889,"[Millions of chained (2017) dollars]",2017
"223","Educational services","Private industries_SC","Educational services, health care, and social assistance_A","Educational services_SA","Educational services_MA","Digital Economy Real Gross Output by Industry",16788,16.788,"[Millions of chained (2017) dollars]",2021
"224","Educational services","Private industries_SC","Educational services, health care, and social assistance_A","Educational services_SA","Educational services_MA","Digital Economy Real Gross Output by Industry",16299,16.299,"[Millions of chained (2017) dollars]",2022
"225","Educational services","Private industries_SC","Educational services, health care, and social assistance_A","Educational services_SA","Educational services_MA","Digital Economy Real Gross Output by Industry",15065,15.065,"[Millions of chained (2017) dollars]",2019
"226","Educational services","Private industries_SC","Educational services, health care, and social assistance_A","Educational services_SA","Educational services_MA","Digital Economy Real Gross Output by Industry",14906,14.906,"[Millions of chained (2017) dollars]",2018
"227","Educational services","Private industries_SC","Educational services, health care, and social assistance_A","Educational services_SA","Educational services_MA","Digital Economy Real Gross Output by Industry",14478,14.478,"[Millions of chained (2017) dollars]",2020
"228","Educational services","Private industries_SC","Educational services, health care, and social assistance_A","Educational services_SA","Educational services_MA","Digital Economy Real Gross Output by Industry",14377,14.377,"[Millions of chained (2017) dollars]",2017
"229","Federal","Government_SC","Government_A","Federal Government_TOTAL_SA","Federal_TOTAL_MA","Digital Economy Real Gross Output by Industry",5677,5.677,"[Millions of chained (2017) dollars]",2021
"230","Federal","Government_SC","Government_A","Federal Government_TOTAL_SA","Federal_TOTAL_MA","Digital Economy Real Gross Output by Industry",5327,5.327,"[Millions of chained (2017) dollars]",2020
"231","Federal","Government_SC","Government_A","Federal Government_TOTAL_SA","Federal_TOTAL_MA","Digital Economy Real Gross Output by Industry",5267,5.267,"[Millions of chained (2017) dollars]",2022
"232","Federal","Government_SC","Government_A","Federal Government_TOTAL_SA","Federal_TOTAL_MA","Digital Economy Real Gross Output by Industry",5038,5.038,"[Millions of chained (2017) dollars]",2019
"233","Federal","Government_SC","Government_A","Federal Government_TOTAL_SA","Federal_TOTAL_MA","Digital Economy Real Gross Output by Industry",4772,4.772,"[Millions of chained (2017) dollars]",2018
"234","Federal","Government_SC","Government_A","Federal Government_TOTAL_SA","Federal_TOTAL_MA","Digital Economy Real Gross Output by Industry",4697,4.697,"[Millions of chained (2017) dollars]",2017
"235","General government","Government_SC","Government_A","State and local government_TOTAL_SA","General government_MA","Digital Economy Real Gross Output by Industry",6123,6.123,"[Millions of chained (2017) dollars]",2021
"236","General government","Government_SC","Government_A","State and local government_TOTAL_SA","General government_MA","Digital Economy Real Gross Output by Industry",6114,6.114,"[Millions of chained (2017) dollars]",2022
"237","General government","Government_SC","Government_A","State and local government_TOTAL_SA","General government_MA","Digital Economy Real Gross Output by Industry",5954,5.954,"[Millions of chained (2017) dollars]",2020
"238","General government","Government_SC","Government_A","State and local government_TOTAL_SA","General government_MA","Digital Economy Real Gross Output by Industry",5947,5.947,"[Millions of chained (2017) dollars]",2018
"239","General government","Government_SC","Government_A","State and local government_TOTAL_SA","General government_MA","Digital Economy Real Gross Output by Industry",5691,5.691,"[Millions of chained (2017) dollars]",2019
"240","General government","Government_SC","Government_A","State and local government_TOTAL_SA","General government_MA","Digital Economy Real Gross Output by Industry",5364,5.364,"[Millions of chained (2017) dollars]",2017
"241","General government","Government_SC","Government_A","Federal Government_SA","General government_TOTAL_MA","Digital Economy Real Gross Output by Industry",4961,4.961,"[Millions of chained (2017) dollars]",2021
"242","General government","Government_SC","Government_A","Federal Government_SA","General government_TOTAL_MA","Digital Economy Real Gross Output by Industry",4747,4.747,"[Millions of chained (2017) dollars]",2020
"243","General government","Government_SC","Government_A","Federal Government_SA","General government_TOTAL_MA","Digital Economy Real Gross Output by Industry",4505,4.505,"[Millions of chained (2017) dollars]",2022
"244","General government","Government_SC","Government_A","Federal Government_SA","General government_TOTAL_MA","Digital Economy Real Gross Output by Industry",4423,4.423,"[Millions of chained (2017) dollars]",2019
"245","General government","Government_SC","Government_A","Federal Government_SA","General government_TOTAL_MA","Digital Economy Real Gross Output by Industry",4169,4.169,"[Millions of chained (2017) dollars]",2018
"246","General government","Government_SC","Government_A","Federal Government_SA","General government_TOTAL_MA","Digital Economy Real Gross Output by Industry",4130,4.13,"[Millions of chained (2017) dollars]",2017
"247","Government enterprises","Government_SC","Government_A","Federal Government_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",765,0.765,"[Millions of chained (2017) dollars]",2022
"248","Government enterprises","Government_SC","Government_A","Federal Government_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",717,0.717,"[Millions of chained (2017) dollars]",2021
"249","Government enterprises","Government_SC","Government_A","Federal Government_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",615,0.615,"[Millions of chained (2017) dollars]",2019
"250","Government enterprises","Government_SC","Government_A","Federal Government_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",603,0.603,"[Millions of chained (2017) dollars]",2018
"251","Government enterprises","Government_SC","Government_A","Federal Government_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",579,0.579,"[Millions of chained (2017) dollars]",2020
"252","Government enterprises","Government_SC","Government_A","Federal Government_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",567,0.567,"[Millions of chained (2017) dollars]",2017
"253","Government enterprises","Government_SC","Government_A","State and local government_TOTAL_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",212,0.212,"[Millions of chained (2017) dollars]",2022
"254","Government enterprises","Government_SC","Government_A","State and local government_TOTAL_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",208,0.208,"[Millions of chained (2017) dollars]",2021
"255","Government enterprises","Government_SC","Government_A","State and local government_TOTAL_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",177,0.177,"[Millions of chained (2017) dollars]",2020
"256","Government enterprises","Government_SC","Government_A","State and local government_TOTAL_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",63,0.063,"[Millions of chained (2017) dollars]",2019
"257","Government enterprises","Government_SC","Government_A","State and local government_TOTAL_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",34,0.034,"[Millions of chained (2017) dollars]",2018
"258","Government enterprises","Government_SC","Government_A","State and local government_TOTAL_SA","Government enterprises_MA","Digital Economy Real Gross Output by Industry",24,0.024,"[Millions of chained (2017) dollars]",2017
"259","Federal Reserve banks, credit intermediation, and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Federal Reserve banks, credit intermediation, and related activities_MA","Digital Economy Real Gross Output by Industry",3511,3.511,"[Millions of chained (2017) dollars]",2018
"260","Federal Reserve banks, credit intermediation, and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Federal Reserve banks, credit intermediation, and related activities_MA","Digital Economy Real Gross Output by Industry",3136,3.136,"[Millions of chained (2017) dollars]",2017
"261","Insurance carriers and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Insurance carriers and related activities_MA","Digital Economy Real Gross Output by Industry",2909,2.909,"[Millions of chained (2017) dollars]",2022
"262","Federal Reserve banks, credit intermediation, and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Federal Reserve banks, credit intermediation, and related activities_MA","Digital Economy Real Gross Output by Industry",2848,2.848,"[Millions of chained (2017) dollars]",2022
"263","Insurance carriers and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Insurance carriers and related activities_MA","Digital Economy Real Gross Output by Industry",2841,2.841,"[Millions of chained (2017) dollars]",2018
"264","Insurance carriers and related activities","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Finance and insurance_SA","Insurance carriers and related activities_MA","Digital Economy Real Gross Output by Industry",2783,2.783,"[Millions of chained (2017) dollars]",2021
